PARAMETER ASSIGNMENT,SIGN,O-MSB,O-LSB,WORD,SUBF,SUPF,UNIT,OUT RANGE,OUT RES,ACCURACY
A/T WARN CAPT,10,10,222,0,0,NO WARN,WARN,,,
A/T WARN CAPT,10,10,478,0,0,NO WARN,WARN,,,
NOSE GEAR AIR/GND,1,1,7,0,0,GROUND,AIR,,,
NOSE GEAR AIR/GND,1,1,135,0,0,GROUND,AIR,,,
NOSE GEAR AIR/GND,1,1,263,0,0,GROUND,AIR,,,
NOSE GEAR AIR/GND,1,1,391,0,0,GROUND,AIR,,,
ENG #2 FIRE,7,7,222,0,0,FIRE,NO FIRE,,,
ENG #2 FIRE,7,7,478,0,0,FIRE,NO FIRE,,,
ENG #1 FIRE,8,8,222,0,0,FIRE,NO FIRE,,,
ENG #1 FIRE,8,8,478,0,0,FIRE,NO FIRE,,,
LT GEAR RED WARN,4,4,222,0,0,NO WARN,WARN,,,
LT GEAR RED WARN,4,4,478,0,0,NO WARN,WARN,,,
CABIN ALTITUDE > 10kft,1,1,304,0,0,NO WARN,WARN,,,
A/P WARN F/O,11,11,222,0,0,NO WARN,WARN,,,
A/P WARN F/O,11,11,478,0,0,NO WARN,WARN,,,
GEAR LEVER UP,2,2,59,0,0,NOT UP,GEAR UP,,,
GEAR LEVER UP,2,2,315,0,0,NOT UP,GEAR UP,,,
GEAR LEVER DOWN,2,2,25,0,0,NOT DOWN,GEAR DOWN,,,
GEAR LEVER DOWN,2,2,281,0,0,NOT DOWN,GEAR DOWN,,,
FMC SELECT SW - CAPT,1,1,178,0,0,L FMC,R FMC,,,
LAVATORY SMOKE,1,1,222,0,0,NO SMOKE,SMOKE,,,
LAVATORY SMOKE,1,1,478,0,0,NO SMOKE,SMOKE,,,
CONFIG SHUNT DISCRETE #B115,1,1,435,3,0,CODED,CODEDT,,,
